simulation_date,ATL,BOS,BRK,CHI,CHO,CLE,DAL,DEN,DET,GSW,HOU,IND,LAC,LAL,MEM,MIA,MIL,MIN,NOP,NYK,OKC,ORL,PHI,PHO,POR,SAC,SAS,TOR,UTA,WAS
2025-01-06,0.03125,0.34375,0.0,0.0,0.0,0.09375,0.046875,0.015625,0.0,0.03125,0.015625,0.03125,0.015625,0.0,0.046875,0.0,0.0,0.0,0.0,0.0625,0.25,0.0,0.0,0.015625,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-13,0.0,0.203125,0.0,0.015625,0.0,0.09375,0.0625,0.046875,0.0,0.03125,0.078125,0.046875,0.015625,0.03125,0.0,0.03125,0.046875,0.03125,0.0,0.109375,0.09375,0.0,0.015625,0.015625,0.0,0.03125,0.0,0.0,0.0,0.0
2025-01-20,0.015625,0.265625,0.0,0.0,0.0,0.203125,0.03125,0.03125,0.0,0.0,0.015625,0.046875,0.015625,0.0,0.015625,0.015625,0.078125,0.03125,0.0,0.046875,0.09375,0.015625,0.0,0.046875,0.0,0.03125,0.0,0.0,0.0,0.0
2025-01-27,0.0,0.3125,0.0,0.0,0.0,0.046875,0.0625,0.046875,0.015625,0.015625,0.0625,0.046875,0.0,0.015625,0.03125,0.0,0.0625,0.046875,0.0,0.046875,0.171875,0.015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-03,0.0,0.1875,0.0,0.0,0.0,0.125,0.0,0.015625,0.03125,0.0,0.046875,0.03125,0.015625,0.03125,0.0625,0.015625,0.015625,0.0625,0.0,0.078125,0.234375,0.0,0.015625,0.03125,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-10,0.0,0.234375,0.0,0.0,0.0,0.09375,0.0625,0.0625,0.0,0.0,0.046875,0.015625,0.0,0.0625,0.046875,0.0,0.015625,0.046875,0.0,0.046875,0.21875,0.0,0.0,0.03125,0.0,0.015625,0.0,0.0,0.0,0.0
2025-02-17,0.015625,0.25,0.0,0.0,0.0,0.109375,0.046875,0.015625,0.0,0.015625,0.03125,0.03125,0.0,0.015625,0.015625,0.015625,0.046875,0.109375,0.0,0.015625,0.21875,0.015625,0.0,0.0,0.0,0.015625,0.015625,0.0,0.0,0.0
2025-02-24,0.015625,0.28125,0.0,0.0,0.0,0.15625,0.046875,0.03125,0.03125,0.0,0.015625,0.03125,0.0,0.015625,0.046875,0.0,0.015625,0.015625,0.0,0.046875,0.234375,0.0,0.015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-03,0.015625,0.3125,0.0,0.0,0.0,0.109375,0.015625,0.015625,0.015625,0.03125,0.015625,0.015625,0.0,0.109375,0.03125,0.03125,0.015625,0.0,0.0,0.03125,0.203125,0.0,0.0,0.0,0.0,0.03125,0.0,0.0,0.0,0.0
2025-03-10,0.0,0.28125,0.0,0.0,0.0,0.09375,0.03125,0.078125,0.046875,0.0,0.0,0.078125,0.03125,0.03125,0.015625,0.03125,0.03125,0.0625,0.0,0.046875,0.140625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-17,0.015625,0.234375,0.0,0.0,0.0,0.171875,0.015625,0.03125,0.03125,0.03125,0.078125,0.0,0.0,0.0625,0.015625,0.0,0.015625,0.046875,0.0,0.046875,0.203125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-24,0.015625,0.25,0.0,0.0,0.0,0.046875,0.0,0.0625,0.046875,0.015625,0.078125,0.0,0.0625,0.046875,0.078125,0.0,0.03125,0.03125,0.0,0.03125,0.171875,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-31,0.0,0.34375,0.0,0.03125,0.0,0.140625,0.0,0.046875,0.015625,0.03125,0.015625,0.0,0.0,0.0,0.03125,0.0,0.015625,0.03125,0.0,0.0,0.25,0.03125,0.0,0.0,0.0,0.015625,0.0,0.0,0.0,0.0
2025-04-07,0.015625,0.34375,0.0,0.0,0.0,0.046875,0.0,0.0625,0.0,0.0,0.046875,0.03125,0.03125,0.078125,0.015625,0.0,0.015625,0.0625,0.0,0.046875,0.1875,0.0,0.0,0.0,0.0,0.015625,0.0,0.0,0.0,0.0
2025-04-14,0.03125,0.25,0.0,0.0,0.0,0.140625,0.0,0.03125,0.03125,0.03125,0.015625,0.03125,0.0625,0.0,0.015625,0.03125,0.015625,0.046875,0.0,0.015625,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
