simulation,OKC,LAL,DAL,CHO,BOS,ORL,ATL,NYK,CHI,MEM,POR,MIL,UTA,PHX,IND,GSW,BRK,HOU,TOR,SAC,LAC,NOP,PHI,DEN,SAS,DET,CLE,MIA,WAS,MIN
28,65,47,39,43,52,42,46,58,31,36,29,35,22,38,18,45,27,55,47,22,45,27,45,42,49,53,52,47,24,50
29,61,47,27,37,59,44,39,55,39,39,36,42,20,40,19,37,27,55,48,21,39,19,42,58,47,56,47,50,23,58
30,62,48,43,35,50,43,42,49,38,38,32,42,24,43,20,44,28,52,44,22,45,19,48,53,46,55,44,46,19,57
31,66,51,38,30,53,46,38,49,37,42,35,43,26,41,17,46,31,52,43,27,38,19,41,51,50,51,50,51,20,49
32,63,43,42,40,51,46,29,54,31,39,32,44,26,40,24,41,29,59,41,25,36,24,55,51,49,55,50,43,24,45
33,66,47,34,32,46,44,37,51,39,36,38,40,21,40,18,44,30,58,49,31,29,27,45,49,55,57,53,43,24,48
34,62,41,29,39,46,44,43,53,37,35,48,34,23,43,22,51,36,50,38,20,45,23,36,55,62,48,50,49,22,47
35,64,36,38,35,54,45,38,49,28,38,41,38,32,52,13,49,32,52,46,19,40,22,43,51,47,59,46,47,26,51
36,67,51,39,31,49,47,44,51,39,42,43,37,16,37,16,45,26,52,44,30,39,19,50,55,49,53,46,45,22,47
37,65,53,33,30,53,40,43,51,25,41,35,29,22,35,33,47,24,55,50,26,39,18,43,57,56,52,55,48,21,52
38,63,45,36,29,55,52,39,54,28,37,40,43,21,44,22,45,34,55,47,22,36,26,44,52,50,48,50,45,17,52
39,60,52,31,35,54,45,35,47,35,44,44,33,26,49,15,40,24,53,47,33,39,21,49,50,50,50,41,44,31,54
40,60,52,34,33,49,49,45,43,33,39,44,46,23,47,25,48,30,50,46,26,42,18,38,55,49,53,39,41,24,50
41,64,44,31,33,44,43,42,55,33,38,37,42,23,46,18,45,29,53,43,25,47,17,42,51,53,54,46,51,29,53
42,63,42,34,28,53,44,39,50,39,33,39,44,25,48,16,44,28,63,44,18,40,27,49,47,53,54,51,40,26,50
43,60,42,29,31,47,52,40,56,41,41,38,31,25,47,28,40,28,50,43,27,41,23,42,54,53,50,45,45,23,59
44,65,45,28,28,53,50,48,49,36,35,44,42,23,33,22,40,26,49,45,26,41,26,41,54,55,46,58,48,22,53
45,63,51,34,25,53,43,42,49,37,37,37,43,29,51,19,43,25,62,43,23,43,17,45,48,53,54,56,38,18,50
46,65,50,40,26,54,38,47,53,43,37,41,37,24,43,23,42,28,40,45,23,36,30,39,47,54,51,47,52,22,54
47,66,45,35,23,53,40,38,51,32,35,32,39,25,52,27,42,22,56,41,32,45,17,43,50,50,49,57,50,28,56
48,62,50,42,28,53,51,40,53,35,42,45,36,18,45,20,36,28,56,45,13,40,25,42,52,53,49,55,54,19,44
49,63,47,38,34,51,42,40,51,36,39,29,29,24,45,30,39,25,50,41,26,41,21,50,52,57,54,52,46,24,55
50,59,47,32,36,48,46,43,56,39,35,30,30,28,43,22,42,29,55,45,31,39,20,40,53,55,50,47,49,24,58
51,55,50,36,26,51,43,43,54,34,44,36,37,24,48,24,46,17,50,49,31,37,19,48,52,48,55,52,45,24,53
52,61,44,36,33,53,55,46,50,38,29,30,31,22,46,22,46,31,56,51,27,41,16,46,48,53,57,45,42,24,52
53,58,45,33,36,47,44,45,54,34,33,30,46,25,45,26,45,25,51,45,25,38,24,44,51,49,57,54,48,21,53
54,60,55,40,27,46,40,39,60,35,40,36,42,26,49,27,43,30,49,45,17,31,24,50,43,51,56,49,47,23,51
55,66,51,35,29,56,43,46,50,28,42,32,35,23,49,15,47,33,57,42,25,37,34,46,47,56,50,45,40,24,48
56,66,44,30,37,51,52,39,54,40,38,37,45,21,37,24,46,29,50,41,30,43,15,42,44,50,57,44,50,23,52
57,63,40,31,29,58,50,40,49,40,32,41,27,23,43,26,42,25,47,44,29,41,22,50,57,58,57,46,51,18,52
58,59,48,40,35,55,40,40,48,35,43,41,43,20,38,23,41,26,47,52,20,44,28,40,52,55,62,45,43,18,50
59,61,53,31,23,49,45,42,50,31,44,44,41,28,53,18,45,21,50,41,23,41,19,39,53,54,54,49,53,26,50
60,63,53,41,35,48,44,39,53,38,39,42,39,28,37,17,43,23,48,47,23,37,23,43,52,49,52,46,51,21,57
61,53,57,32,33,50,44,44,55,30,40,28,39,23,47,27,47,34,54,48,30,39,23,44,48,52,50,51,41,20,48
62,59,48,34,31,50,43,39,55,40,35,40,44,28,47,19,44,21,49,47,23,45,23,41,52,51,55,46,52,20,50
63,62,37,42,33,45,43,45,56,29,36,34,42,34,47,25,41,32,56,45,21,43,17,38,54,48,55,50,48,18,55
64,59,48,23,26,54,50,40,53,38,39,36,31,25,43,27,44,25,47,49,19,51,19,47,56,45,59,54,54,21,49
65,66,50,30,25,53,48,51,60,35,43,33,35,21,42,19,43,27,55,39,34,29,28,44,53,40,60,51,46,29,42
66,64,45,30,33,57,57,37,50,34,39,37,40,24,42,21,50,33,55,43,25,36,29,48,52,47,41,46,45,23,48
67,59,45,26,22,46,51,48,52,44,47,34,35,18,46,23,48,27,53,47,26,39,25,45,55,55,51,50,47,17,50
68,56,48,31,32,48,41,38,51,35,44,41,41,25,42,21,51,31,54,34,26,45,17,46,57,47,58,50,44,28,49
69,61,43,40,26,51,47,32,55,29,41,40,39,19,47,16,48,27,52,48,25,45,19,48,54,55,51,50,48,20,55
70,58,57,44,30,51,45,49,53,30,39,39,36,22,41,22,38,34,54,36,26,46,17,43,53,51,55,50,42,21,49
71,62,49,38,34,46,42,43,45,37,40,47,31,22,46,17,49,31,52,56,21,44,21,53,52,46,53,49,34,25,46
72,56,54,28,25,53,46,40,48,29,50,40,35,25,38,30,41,23,53,44,28,43,20,47,50,52,59,54,52,21,47
73,58,49,35,21,55,54,40,59,33,39,36,30,24,48,17,48,21,59,52,24,41,20,44,59,48,61,43,42,22,49
74,60,46,34,32,52,51,39,56,31,36,36,43,19,43,22,44,26,55,43,21,43,21,43,54,53,55,50,48,29,46
75,66,42,38,38,51,46,41,48,32,33,43,35,25,51,18,45,31,58,40,19,43,25,45,51,49,54,42,54,23,45
76,56,52,29,36,56,48,35,58,34,42,43,29,25,48,27,45,24,54,42,23,37,24,49,49,51,58,50,35,27,45
77,69,52,42,36,49,51,32,47,35,39,33,37,26,36,22,47,34,47,41,29,37,27,48,49,49,59,47,42,22,47
78,64,49,34,41,60,43,40,54,31,40,37,39,28,40,19,46,24,50,49,19,41,21,52,41,49,54,45,47,22,52
79,64,45,35,33,61,55,38,49,41,38,38,26,20,45,16,45,29,51,42,33,45,28,43,50,46,54,44,50,17,50
80,64,46,35,36,54,46,42,53,32,45,38,42,20,47,13,40,30,53,45,24,36,22,47,54,52,55,46,49,20,45
81,64,38,39,37,50,50,43,48,41,33,37,37,30,45,24,44,22,50,46,24,39,16,40,53,54,55,53,43,20,56
82,63,33,42,30,61,40,44,50,37,35,44,36,19,45,16,43,27,53,42,33,43,26,39,51,56,51,47,48,27,50
83,62,43,36,29,49,47,45,56,41,39,33,41,25,45,23,39,28,45,42,25,39,21,46,49,55,49,51,44,30,54
84,62,51,38,37,52,40,34,59,30,41,31,37,24,39,26,46,33,49,42,21,38,37,43,54,45,52,43,50,23,54
85,60,52,37,22,51,40,42,52,25,45,37,32,30,48,27,51,31,56,50,19,50,16,46,50,51,59,41,45,23,43
86,62,52,30,32,54,49,37,51,39,38,38,41,22,41,21,49,27,52,45,22,39,20,46,46,64,50,45,55,20,44
87,57,50,29,31,54,51,49,43,41,42,33,41,28,47,19,44,25,51,43,17,40,22,54,58,52,54,45,43,26,42
88,61,41,30,39,51,54,46,55,31,37,29,43,33,39,19,46,32,50,43,29,42,23,41,51,58,53,47,38,21,49
89,64,55,38,37,50,46,43,50,33,24,42,35,27,33,20,46,34,55,46,18,41,19,40,57,57,53,47,50,18,53
90,58,53,42,27,54,45,45,54,38,38,39,39,20,47,15,45,26,52,48,25,37,21,47,51,49,55,43,44,22,52
91,57,46,34,28,52,49,43,52,28,39,38,38,31,41,24,46,24,56,48,17,37,20,40,58,53,60,51,51,19,51
92,65,48,32,32,49,48,42,48,43,44,34,37,29,38,26,45,23,54,40,23,43,21,47,57,45,56,47,45,26,44
93,60,52,32,27,50,45,43,50,37,37,38,41,25,42,29,42,28,56,48,21,39,25,47,47,50,54,41,50,27,48
94,62,45,47,36,48,46,41,46,43,31,47,43,26,45,24,47,21,51,41,23,36,17,40,54,50,61,44,43,24,49
95,60,41,39,31,47,49,46,49,29,43,35,36,33,48,15,45,27,49,53,20,46,20,40,52,54,59,49,41,22,53
96,63,48,25,35,54,46,42,57,32,36,39,37,29,39,23,45,25,57,38,28,40,26,53,48,49,53,52,48,23,41
97,63,55,27,30,42,53,37,56,32,48,42,32,23,43,24,46,28,49,43,31,35,22,39,52,52,53,47,57,22,48
98,59,43,30,35,50,42,38,57,45,41,43,32,29,49,24,41,30,51,31,23,43,30,43,50,51,57,42,52,23,47
99,62,46,40,40,43,53,40,52,39,42,37,31,27,43,21,47,27,46,44,25,38,24,42,45,58,52,48,46,23,50
100,63,43,35,31,49,43,43,51,31,40,49,34,31,42,23,41,23,53,47,24,47,23,48,57,55,51,46,43,18,47
101,63,48,41,29,49,39,44,49,32,35,38,46,26,44,19,44,22,56,45,28,31,25,47,57,52,60,51,46,23,42
102,65,44,33,28,58,47,38,52,37,31,40,42,30,40,29,44,33,49,38,22,41,23,45,49,54,61,43,44,19,52
103,57,47,37,35,53,43,38,57,36,31,46,33,25,37,21,35,36,54,45,23,40,24,50,51,52,57,47,41,25,55
104,56,48,39,29,49,43,42,51,29,42,46,37,27,45,18,50,23,55,39,19,40,20,42,50,54,57,50,49,25,57
105,62,46,40,30,54,48,47,53,36,39,34,27,27,42,24,43,28,50,50,20,43,21,38,48,54,56,50,42,23,56
106,50,47,31,32,54,50,41,59,35,35,49,38,21,41,17,37,26,50,52,30,39,23,45,54,59,54,45,40,23,54
107,69,37,34,23,54,45,43,51,37,43,44,41,21,38,27,38,29,52,40,22,43,29,45,52,51,52,45,48,24,54
108,60,46,46,34,51,43,39,54,29,35,35,52,21,31,18,50,37,47,48,28,38,20,53,60,45,53,48,40,32,38
109,57,47,39,31,53,42,43,45,35,34,36,43,23,41,22,44,33,55,43,17,41,22,47,49,54,60,52,52,21,50
110,67,51,35,33,56,51,38,42,34,43,37,30,29,43,34,42,32,52,46,22,38,22,43,53,44,53,50,39,26,46
111,68,53,34,23,44,45,44,43,37,35,43,39,23,48,22,45,26,42,43,30,38,24,40,46,57,52,53,51,35,48
112,64,41,41,39,50,42,41,50,27,37,33,38,21,47,28,47,36,56,47,28,42,15,48,55,48,53,48,37,23,49
113,64,41,29,28,49,45,45,58,41,33,36,37,20,44,28,44,28,52,46,34,46,21,42,52,54,56,49,44,19,46
114,66,47,36,33,45,46,38,43,31,36,42,36,29,44,16,47,24,54,44,33,49,12,49,49,54,58,47,44,30,49
115,64,45,36,29,52,46,40,50,34,37,40,39,25,41,19,45,44,47,37,23,41,20,47,46,55,56,48,48,24,53
116,64,44,36,30,51,51,34,59,31,42,41,34,23,42,24,48,20,52,42,25,34,23,49,52,61,48,46,51,20,54
117,57,43,39,23,50,45,50,59,33,43,38,42,18,46,19,42,27,58,45,25,39,28,40,44,55,54,53,45,21,50
118,64,54,33,43,55,49,45,56,37,40,41,41,21,37,21,47,29,48,43,27,39,18,32,51,47,57,50,37,24,45
119,67,43,37,35,50,46,47,47,23,40,38,41,30,51,19,46,32,55,45,30,42,17,47,50,38,55,52,41,20,47
120,58,50,36,28,57,41,38,43,29,33,42,43,26,47,22,47,32,60,47,26,38,19,47,48,56,61,46,48,21,42
121,65,45,36,28,50,42,43,45,43,41,36,49,18,51,22,50,30,52,49,25,32,22,45,55,51,49,47,37,25,48
122,58,51,37,30,60,45,35,51,31,40,40,41,18,43,20,49,23,50,45,27,34,34,46,54,52,45,56,47,18,51
123,49,51,33,32,47,42,49,48,39,32,43,41,24,49,19,48,37,49,50,17,44,19,51,48,48,65,42,49,24,42
124,59,52,31,39,47,50,34,55,30,31,39,37,26,45,25,48,31,56,42,17,41,19,47,54,50,56,52,45,26,47
125,62,44,35,36,51,41,45,57,26,37,46,40,24,42,15,45,36,52,52,25,48,20,38,54,50,57,46,34,23,50
126,62,46,38,32,59,48,38,52,27,39,39,35,23,42,21,41,32,56,47,26,43,23,42,51,53,56,49,49,21,41
127,61,49,33,33,54,42,40,46,26,39,35,41,28,49,29,46,27,58,42,22,43,20,49,46,54,53,50,45,22,49
128,65,43,40,27,49,51,41,58,38,32,42,31,26,41,24,48,29,54,51,26,43,19,49,47,47,52,35,48,26,49
129,63,46,32,37,51,44,36,45,36,41,43,39,24,41,25,48,24,55,48,21,39,21,40,55,56,55,57,40,19,50
130,65,44,39,35,53,43,46,49,36,30,34,34,25,44,27,48,27,50,39,33,41,23,49,54,48,56,47,41,21,50
131,64,44,39,30,51,47,40,49,27,34,42,48,25,46,18,42,34,55,47,24,40,28,46,42,48,54,47,49,24,47
132,58,54,34,29,54,45,43,54,40,41,38,33,22,48,24,37,27,47,48,21,39,28,47,58,52,50,47,44,24,45
133,60,46,35,46,58,43,39,45,38,44,48,29,21,39,24,43,27,47,43,24,42,22,39,45,53,56,56,46,21,52
134,65,51,33,37,54,51,46,47,34,39,43,35,21,38,10,55,25,47,57,22,40,26,44,53,49,56,44,41,19,49
135,65,49,36,30,54,39,38,49,37,40,34,38,24,43,17,50,38,60,45,21,41,21,45,45,53,49,50,47,21,52
136,60,46,38,38,47,50,42,56,39,41,40,37,27,35,26,40,24,54,40,27,43,25,44,48,53,54,50,45,21,41
137,62,39,40,31,55,43,44,57,44,39,36,28,27,30,28,39,30,54,43,16,42,24,45,56,53,59,47,49,18,53
138,68,49,39,27,46,45,48,53,32,45,30,32,25,42,22,45,31,52,41,23,43,26,43,59,48,53,42,45,23,54
139,62,45,29,37,47,50,47,52,33,35,41,23,23,40,29,51,23,48,43,24,43,29,40,58,54,59,44,52,22,48
140,60,46,41,33,56,52,42,51,41,36,47,37,19,40,16,40,27,46,40,26,43,25,44,51,49,52,50,44,26,51
141,71,55,35,31,47,45,47,49,39,36,35,40,22,38,23,44,23,57,42,22,39,25,47,50,53,56,41,40,32,47
142,62,51,33,35,41,47,42,60,31,45,38,47,24,45,20,46,28,53,44,19,40,28,34,46,52,52,50,51,21,46
143,65,41,34,31,50,48,40,51,33,36,39,38,29,40,27,48,25,56,51,25,40,20,46,47,57,56,48,43,22,45
144,67,50,31,33,48,52,39,57,31,39,33,42,19,34,24,39,26,51,44,32,44,19,41,52,52,53,51,48,29,51
145,58,46,28,34,48,49,49,56,31,41,34,39,20,48,21,43,31,52,49,22,39,28,51,54,51,50,45,42,23,49
146,63,49,32,30,50,45,45,49,30,38,35,42,30,48,26,48,26,53,42,25,47,19,44,42,54,61,37,45,23,53
147,62,48,37,35,49,47,47,50,34,37,40,36,29,33,19,49,33,57,46,20,40,18,53,57,46,51,47,40,21,50
148,58,45,35,30,56,50,39,58,41,34,38,37,22,39,20,44,25,52,46,20,39,28,44,51,55,52,47,50,24,52
149,62,54,38,33,34,44,42,51,43,40,28,32,35,45,20,52,26,46,43,18,29,22,49,58,50,59,49,50,27,52
150,59,44,38,33,52,41,36,48,36,28,41,43,27,51,26,50,29,58,46,24,38,20,52,47,45,61,52,45,24,37
151,57,42,43,29,54,51,34,49,39,37,36,42,22,38,21,57,33,50,47,26,45,16,48,55,42,58,43,45,24,48
152,57,54,30,27,53,39,46,52,42,37,39,40,24,44,22,39,20,57,47,33,39,25,38,58,53,52,52,49,15,48
153,66,43,37,24,53,49,42,53,42,34,42,23,26,45,28,49,33,55,48,26,43,19,35,50,53,53,50,45,21,44
154,63,48,38,25,51,51,39,56,30,36,46,34,25,42,19,46,27,52,41,24,36,21,43,55,58,52,52,47,31,43
155,65,47,35,28,53,43,45,54,30,40,41,29,32,39,27,48,28,49,44,18,40,21,43,55,44,60,46,53,29,45
156,62,53,26,34,54,40,43,43,42,39,34,37,24,52,20,43,27,55,54,30,27,27,44,55,55,54,48,43,23,43
157,61,41,33,40,46,47,46,54,36,42,33,36,25,46,15,44,34,52,42,31,44,22,42,56,50,54,49,42,20,48
158,67,42,34,38,53,48,36,50,34,34,38,33,17,40,17,48,28,50,43,21,43,24,41,54,56,59,48,52,29,54
159,61,53,41,33,48,42,45,55,46,36,34,41,25,41,16,49,21,49,44,28,42,20,43,48,53,45,43,49,27,53
160,58,46,37,34,59,50,34,48,29,33,44,32,29,45,20,45,26,53,43,30,36,21,47,58,46,51,46,50,29,52
161,59,43,39,32,49,48,41,48,34,32,35,38,21,47,23,44,34,56,44,20,43,24,41,55,49,59,48,43,25,57
162,62,46,27,37,43,39,40,46,46,41,47,45,20,40,23,41,28,51,49,23,39,22,49,54,53,55,52,39,24,50
163,59,49,36,28,44,49,42,52,44,36,41,29,27,46,22,43,24,54,47,24,38,21,46,49,56,53,47,47,25,53
164,64,46,34,30,45,45,43,50,37,37,34,35,25,51,24,44,27,49,43,30,40,24,39,50,54,60,51,51,24,45
165,66,47,32,33,44,45,39,56,39,37,43,42,29,48,19,39,30,48,43,18,42,29,47,44,48,50,44,53,20,57
166,64,47,35,36,50,49,40,49,39,42,36,39,24,46,21,40,29,53,45,19,42,22,42,51,46,58,47,44,23,53
167,57,49,41,29,48,48,45,53,29,40,43,45,32,40,21,46,27,54,41,21,37,25,45,48,51,53,50,40,23,50
168,66,46,39,33,50,49,41,49,41,31,41,32,23,52,18,49,26,50,41,19,45,29,52,45,55,53,45,42,25,44
169,57,39,36,33,50,44,44,51,33,38,45,36,20,40,21,44,30,53,49,23,40,23,42,49,58,55,55,44,24,55
170,61,52,36,27,52,48,38,50,41,38,38,38,27,51,20,53,21,54,47,28,46,17,39,49,39,51,52,45,23,50
171,54,47,37,38,57,54,43,52,33,40,35,36,24,45,16,42,34,49,46,16,40,19,48,51,61,56,44,39,21,54
172,61,47,42,30,57,53,39,49,34,45,37,40,31,44,29,44,30,53,50,22,37,22,39,45,42,51,51,40,23,44
173,61,42,34,32,52,48,49,53,34,42,39,42,27,32,20,46,29,45,46,28,36,26,36,55,51,58,50,44,24,50
174,63,45,38,37,51,42,40,56,30,42,41,38,22,34,17,47,25,58,53,28,39,17,39,52,45,58,53,48,24,49
175,61,44,33,33,46,49,45,49,35,35,29,28,19,50,23,42,27,58,55,34,44,22,48,52,49,49,49,46,21,56
176,63,44,37,37,48,48,40,52,41,40,37,41,19,52,19,50,33,52,34,26,36,24,44,51,57,50,45,39,23,49
177,66,43,36,28,49,44,44,56,32,41,36,38,22,50,26,46,30,50,41,23,36,25,41,53,54,53,50,47,23,48
178,62,54,28,29,46,43,43,59,26,39,35,46,22,42,14,40,27,52,50,26,43,26,41,54,56,55,52,46,24,51
179,61,52,33,24,51,41,44,51,33,40,43,36,24,49,15,41,31,54,42,30,36,22,43,53,47,53,55,53,27,47
180,55,52,31,35,55,54,34,53,33,45,39,41,28,41,12,44,33,54,43,31,43,19,46,58,46,48,49,42,24,43
181,68,48,39,41,56,46,33,51,28,41,43,35,15,46,18,42,26,50,41,22,43,29,36,50,56,58,45,47,25,53
182,68,55,40,36,44,48,43,54,34,40,37,41,25,36,18,43,24,55,43,28,43,19,46,53,50,56,46,35,21,50
183,60,48,39,33,50,46,43,50,35,35,38,32,32,51,19,35,22,48,43,26,36,31,44,55,54,58,45,45,22,56
184,57,47,39,26,56,42,40,56,36,45,38,38,20,40,22,50,32,49,40,31,33,23,52,53,48,56,49,40,22,51
185,62,56,36,35,51,48,41,48,41,38,35,38,21,36,17,42,36,49,44,21,45,24,42,51,43,53,45,45,34,54
186,66,49,26,27,50,50,45,55,38,39,39,41,33,30,21,46,34,52,46,25,38,24,42,56,47,46,47,48,23,48
187,64,48,36,34,52,52,37,47,36,35,34,45,24,40,29,51,28,55,49,27,34,21,43,53,55,49,44,44,22,43
188,65,48,41,39,50,46,39,50,35,41,34,36,28,44,22,43,22,56,49,21,43,26,37,48,49,57,43,48,20,51
189,71,50,41,37,51,55,41,50,37,40,43,34,21,38,29,39,28,55,45,23,42,17,48,44,49,52,42,41,20,48
190,62,41,41,33,55,46,38,57,29,41,40,40,20,45,21,44,21,44,44,29,43,22,52,54,41,57,52,41,23,55
191,65,43,29,37,56,52,32,50,31,46,40,34,29,45,22,46,28,57,38,26,47,18,48,44,49,58,48,46,25,42
192,63,51,38,39,48,51,41,55,24,36,41,36,21,46,19,38,27,52,50,24,36,22,51,56,48,60,45,46,22,45
193,63,47,39,28,50,50,39,54,33,44,41,38,27,44,28,43,22,55,46,23,42,20,43,51,47,54,47,39,29,45
194,64,52,23,27,49,49,42,45,38,32,46,36,27,47,23,44,27,57,47,26,34,19,44,47,55,58,52,40,28,53
195,59,47,25,28,49,43,38,45,33,45,37,45,27,51,16,47,29,56,49,28,45,21,45,54,53,53,46,44,23,50
196,63,48,44,35,54,57,39,51,28,33,39,38,24,46,20,38,31,56,43,28,40,22,38,50,46,56,43,50,22,49
197,66,46,32,37,53,44,43,48,32,32,32,42,28,36,19,48,45,57,44,31,40,21,43,52,45,54,47,45,22,47
198,56,49,38,25,52,45,39,60,42,35,46,34,26,42,17,46,25,54,41,24,42,23,45,55,54,55,44,45,24,48
199,66,44,34,33,42,50,34,51,46,32,42,34,19,34,30,48,29,54,37,23,39,19,52,63,50,53,49,54,24,46
200,67,51,25,36,47,45,44,51,31,35,46,36,29,49,20,46,21,58,45,23,40,21,42,47,56,58,48,46,22,46
201,67,55,26,42,46,38,38,49,30,44,39,39,27,46,15,48,30,61,39,18,34,23,47,53,50,60,46,46,26,49
202,61,48,31,32,48,46,39,57,36,39,38,47,20,41,26,49,32,55,45,24,46,19,47,53,44,48,50,42,18,50
203,62,36,39,37,49,54,28,44,41,39,42,38,23,47,17,44,32,57,52,23,41,27,36,49,56,50,49,46,25,48
204,60,41,31,35,50,43,41,56,34,38,44,43,27,48,19,47,24,54,49,28,39,24,43,45,61,54,46,42,16,49
205,61,44,33,33,49,45,38,57,35,35,38,39,29,57,24,51,25,53,39,20,36,27,49,51,55,49,49,41,20,49
206,70,46,31,34,45,42,45,56,29,41,37,40,27,42,25,42,31,53,50,23,41,25,44,47,49,59,47,39,21,50
207,64,46,33,44,49,52,46,54,31,32,38,35,30,32,17,47,30,54,48,30,33,16,47,51,52,53,50,50,24,43
208,61,46,40,26,56,52,41,54,33,43,34,31,25,43,19,40,30,49,45,30,43,18,44,56,55,56,48,42,25,46
209,70,41,37,26,48,49,31,57,33,45,38,40,29,43,22,47,27,53,39,27,48,25,38,50,44,58,50,43,27,46
210,63,46,33,40,51,48,40,37,36,32,36,36,23,45,21,48,39,56,46,24,48,25,40,51,52,54,40,47,27,47
211,60,49,29,27,59,44,45,53,42,37,44,41,24,37,21,47,23,54,48,23,46,18,41,44,53,46,50,52,23,51
212,63,53,34,35,46,40,38,53,41,34,37,34,27,40,22,41,30,49,50,26,39,20,49,56,52,59,50,45,22,46
213,64,53,38,32,50,44,42,52,37,46,40,30,24,48,23,40,25,52,46,22,40,21,39,42,53,51,52,50,26,49
214,67,48,34,25,49,46,42,50,29,33,29,42,25,47,24,43,28,58,50,27,45,21,45,52,58,52,51,46,26,39
215,68,42,27,31,54,53,44,44,35,34,42,38,25,35,28,49,30,55,50,19,45,21,35,51,51,59,48,47,24,47
216,59,50,31,31,49,45,41,48,39,36,33,52,21,34,25,51,27,56,45,25,42,19,48,49,57,56,44,51,23,44
217,67,42,34,33,55,47,42,55,40,32,41,36,22,38,23,41,33,55,52,17,40,25,36,50,51,53,49,47,19,56
218,64,50,35,34,46,46,43,48,44,31,42,32,24,40,24,43,30,49,50,28,38,21,42,44,54,55,49,44,23,58
219,63,38,35,28,56,47,46,55,26,40,31,33,25,50,25,42,32,57,37,19,44,22,47,53,55,50,47,48,22,58
220,54,49,33,37,54,49,41,52,33,38,43,32,22,50,21,41,23,53,40,25,37,19,46,51,62,58,46,50,19,53
