simulation,OKC,LAL,DAL,CHO,BOS,ORL,ATL,NYK,CHI,MEM,POR,MIL,UTA,PHX,IND,GSW,BRK,HOU,TOR,SAC,LAC,NOP,PHI,DEN,SAS,DET,CLE,MIA,WAS,MIN
82,64,46,29,29,46,46,51,58,36,39,37,31,28,41,26,54,23,54,53,17,45,20,40,55,47,49,48,46,24,49
83,67,38,39,24,48,49,40,50,35,29,35,30,23,51,24,45,30,47,54,28,45,20,44,59,49,53,49,49,24,53
84,60,53,33,29,41,45,37,52,37,40,39,42,23,42,19,44,29,46,45,31,38,25,45,58,52,54,49,48,25,50
85,66,50,31,26,54,44,38,52,35,43,38,39,40,44,13,43,33,55,47,21,37,20,43,51,48,58,45,45,23,49
86,63,51,32,26,58,40,46,53,32,34,33,43,29,38,29,48,26,51,50,25,35,20,51,47,53,58,50,41,20,49
87,63,45,40,38,46,37,39,59,30,40,34,45,22,40,21,43,27,60,46,25,39,16,51,50,55,55,42,47,29,47
88,61,52,38,34,58,42,40,51,33,37,31,41,27,37,27,44,24,56,49,27,35,19,42,50,56,55,50,43,22,50
89,63,52,31,30,58,48,43,50,30,33,42,33,28,39,15,48,23,56,49,18,45,16,41,51,55,55,52,44,31,52
90,67,43,37,38,52,43,38,51,37,35,39,36,26,50,22,39,23,55,54,24,37,23,35,48,47,55,50,46,23,58
91,61,53,35,27,49,41,47,57,30,45,35,39,25,43,17,46,34,51,48,20,43,27,52,51,49,52,39,45,25,45
92,61,44,39,38,55,50,41,49,29,40,37,33,23,45,28,29,24,56,46,24,49,22,48,52,54,53,46,48,21,47
93,60,54,35,41,45,47,50,54,30,45,43,40,24,46,16,47,28,49,45,21,41,26,43,48,50,52,52,30,23,46
94,66,45,37,35,53,45,39,48,40,42,39,34,21,39,25,45,28,48,43,23,43,22,44,45,51,50,46,50,25,60
95,65,51,39,30,49,48,39,46,37,42,43,40,25,40,16,47,26,53,45,20,38,16,55,54,50,53,48,41,22,53
96,65,47,30,35,51,47,41,51,31,35,40,36,21,45,20,43,24,54,43,25,42,28,53,55,50,54,44,44,23,54
97,58,43,37,31,52,44,42,52,46,30,36,32,24,43,26,44,28,51,42,25,38,27,35,58,54,58,53,52,20,50
98,64,54,34,32,52,46,43,51,32,40,42,30,20,44,16,42,27,53,47,22,44,21,48,50,58,50,48,45,21,55
99,70,48,28,33,54,46,38,52,33,39,39,44,20,42,15,49,23,51,51,24,40,20,46,55,49,54,48,48,22,50
100,60,41,41,31,54,44,46,51,41,33,34,25,31,44,22,41,32,52,37,22,47,18,43,55,51,56,48,49,24,58
101,64,43,34,35,49,47,41,41,37,34,33,37,35,46,27,43,27,60,51,33,36,19,48,61,54,45,40,44,21,46
102,58,53,32,29,49,49,47,54,27,43,41,40,24,52,19,42,31,47,50,23,36,16,47,46,55,53,49,47,18,54
103,65,51,33,45,44,49,36,54,30,30,42,39,22,46,23,44,22,51,45,26,37,27,38,52,45,54,49,49,26,57
104,66,51,32,40,56,49,40,54,39,33,35,41,32,49,24,47,21,53,37,15,33,22,45,54,48,51,51,42,27,44
105,56,45,36,25,48,35,39,52,36,32,44,37,24,48,26,45,30,48,44,30,43,25,44,56,46,59,51,50,25,52
106,66,52,30,38,53,39,39,51,27,43,26,42,26,46,17,42,25,56,47,20,42,33,50,48,49,57,46,41,33,47
107,59,47,34,35,47,49,37,56,37,39,38,38,23,48,18,49,34,47,44,24,43,13,49,46,53,48,51,49,25,51
108,63,46,34,29,48,41,42,56,35,50,35,33,25,42,24,51,21,54,38,24,36,27,45,52,55,58,47,42,26,52
109,68,45,40,41,45,38,43,52,40,40,34,47,22,43,14,45,24,44,45,29,37,29,48,50,49,52,42,44,30,51
110,58,51,36,28,50,48,35,49,28,43,32,38,28,49,15,51,36,56,49,18,33,22,45,58,53,53,54,46,23,46
111,62,49,35,38,57,42,41,47,39,40,42,38,27,42,13,49,21,53,47,21,40,25,45,49,47,59,52,41,22,48
112,64,49,27,38,49,50,42,54,45,35,38,36,31,47,18,41,25,41,48,24,48,18,45,49,52,50,49,45,17,56
113,67,50,37,36,54,39,40,55,34,43,38,35,29,51,18,40,20,46,51,23,38,20,45,53,46,53,50,45,25,50
114,60,45,33,28,55,47,42,51,36,41,43,34,20,40,18,48,23,58,45,20,35,28,41,54,59,50,52,46,24,55
115,54,41,38,38,50,42,41,51,28,35,36,41,27,48,27,51,32,54,54,20,42,18,41,58,50,52,43,46,27,46
116,61,53,30,30,57,53,38,46,34,47,39,30,26,42,17,47,34,44,47,25,39,17,40,52,51,56,47,53,22,54
117,63,46,38,35,53,45,36,57,30,41,36,35,29,50,15,41,25,49,45,28,43,22,49,47,49,55,47,52,20,50
118,57,48,38,35,51,44,36,52,28,42,30,36,31,53,28,42,23,57,51,19,38,18,42,55,55,52,49,50,22,49
119,57,56,31,30,56,41,39,46,31,39,44,49,25,50,20,45,29,52,40,28,35,24,42,48,54,58,45,44,24,49
120,56,46,41,29,45,43,43,58,38,33,44,40,27,46,28,36,24,47,49,24,40,19,45,52,60,54,54,42,26,42
121,61,41,38,30,55,44,40,58,34,35,41,39,22,39,26,44,27,53,38,19,48,22,42,48,58,56,53,45,24,51
122,62,43,30,26,57,46,36,55,36,38,55,26,28,45,30,44,23,54,47,16,41,25,48,46,54,57,42,41,26,54
123,59,47,32,32,58,41,39,55,40,42,42,43,26,49,12,40,30,54,45,18,44,18,44,48,45,54,48,50,23,53
124,58,46,34,38,51,49,38,49,32,42,44,40,26,39,27,40,35,50,49,22,42,27,42,49,51,60,43,30,31,47
125,55,48,35,35,51,36,36,55,35,44,36,40,25,46,19,46,30,56,46,24,40,17,55,44,51,55,48,45,25,53
126,58,57,28,34,51,42,42,54,40,41,40,33,22,43,21,52,24,48,45,24,44,22,37,44,57,51,53,44,26,54
127,56,50,44,24,47,55,41,47,40,36,40,39,27,42,19,48,28,53,41,23,43,25,36,54,50,50,51,44,27,51
128,55,57,42,29,44,47,38,53,34,37,43,28,32,43,30,46,25,43,46,19,40,24,46,59,54,50,56,39,25,47
129,65,44,38,37,51,37,39,56,29,29,45,41,26,44,31,42,35,51,47,19,40,25,41,49,53,55,48,46,21,47
130,58,51,31,42,56,44,37,59,33,40,36,43,26,38,25,41,30,52,46,19,44,18,41,54,43,57,44,41,29,53
131,60,46,39,31,53,46,40,51,37,38,37,34,21,50,20,41,32,53,53,25,41,19,37,59,47,50,48,44,23,56
132,58,45,31,36,57,46,48,50,37,39,35,39,24,43,19,51,32,53,41,16,40,25,37,54,51,57,45,48,20,54
133,63,35,31,26,57,49,44,54,35,32,33,40,27,38,27,47,34,51,42,20,46,20,40,51,50,59,52,46,25,57
134,66,44,35,35,57,50,39,52,33,37,36,32,34,42,12,46,36,48,49,21,34,19,46,51,56,48,54,43,24,52
135,64,49,35,31,48,47,37,54,37,44,40,33,24,42,21,40,29,49,42,19,42,25,49,55,45,53,49,55,19,54
136,66,44,29,34,51,53,47,50,38,44,31,31,32,49,17,44,27,53,48,21,43,24,48,49,50,57,43,39,21,48
137,59,48,39,34,43,45,43,51,33,40,31,42,25,39,25,48,29,51,41,23,42,21,44,55,54,54,52,45,23,52
138,64,48,28,26,47,46,39,51,24,34,42,36,26,45,25,45,34,57,52,21,41,21,39,57,55,49,52,45,23,59
139,59,50,33,30,48,50,45,48,41,39,43,31,30,46,25,51,31,53,43,27,39,24,36,52,48,50,48,38,28,45
140,66,49,37,31,46,45,42,58,42,43,41,33,30,43,19,46,22,46,41,22,42,16,52,55,49,49,48,46,21,51
141,63,47,39,33,49,46,37,54,39,36,39,44,22,42,23,42,37,53,40,21,44,19,37,50,43,53,44,53,31,51
142,61,40,43,33,52,48,43,47,34,37,41,47,32,51,17,48,24,48,47,16,33,23,42,57,51,57,45,40,23,51
143,62,48,31,35,51,48,40,53,34,38,42,39,22,41,18,42,25,56,44,23,39,25,41,53,49,54,52,49,27,50
144,65,40,40,32,50,47,42,43,31,42,37,41,26,45,28,40,30,57,52,27,33,17,40,59,49,51,45,45,22,55
145,58,49,35,29,50,48,40,53,32,43,44,26,26,54,20,43,28,52,47,33,36,26,35,49,52,53,48,45,28,49
146,64,51,28,34,48,47,43,52,23,42,38,41,28,47,20,43,25,47,45,33,39,23,47,55,50,52,42,49,26,49
147,60,55,26,33,52,39,45,56,34,34,40,38,25,47,16,41,28,60,41,26,42,28,55,48,48,52,44,44,23,51
148,65,49,32,34,49,47,38,53,30,41,40,41,22,49,13,42,34,53,36,25,44,25,43,54,47,55,44,45,30,51
149,65,50,33,31,53,45,45,49,33,36,45,36,37,45,19,41,27,59,45,26,41,21,34,48,46,59,52,42,21,47
150,58,40,38,36,47,44,41,53,29,29,37,34,30,48,25,45,32,63,49,23,39,14,50,48,53,59,53,43,23,48
151,64,42,39,24,48,46,43,56,34,36,40,39,27,47,23,46,25,54,45,15,37,28,51,52,50,56,47,40,26,51
152,63,39,36,29,48,46,49,57,39,36,42,32,22,42,21,38,28,52,46,23,43,26,44,50,57,53,49,48,24,49
153,63,45,36,34,49,49,40,50,27,42,40,36,32,47,19,43,29,61,46,13,37,21,48,50,50,53,47,45,28,51
154,61,50,30,30,53,49,36,53,36,40,46,38,23,44,21,40,30,51,41,28,39,23,40,52,52,59,48,50,22,46
155,64,50,34,33,56,42,30,48,32,38,42,30,28,44,27,43,26,46,39,22,43,25,49,49,51,61,55,46,24,54
156,62,47,37,37,53,46,43,53,26,44,43,30,21,32,15,39,31,57,45,23,42,27,57,56,49,55,46,42,24,49
157,65,52,39,29,51,37,37,52,35,38,43,39,28,50,16,40,28,52,44,19,33,16,56,50,48,56,52,43,24,59
158,63,46,29,41,48,34,44,51,40,39,33,44,31,44,21,50,24,60,38,30,39,27,41,54,48,42,42,43,30,55
159,63,52,24,30,53,44,40,52,40,43,37,44,29,49,19,47,19,45,44,25,40,21,46,48,55,49,51,41,24,57
160,55,48,32,31,58,44,50,52,37,37,49,37,27,45,24,43,28,47,48,20,39,19,38,52,50,59,50,45,26,41
161,70,44,27,43,47,51,40,51,37,38,35,36,32,46,17,43,27,59,40,29,48,17,40,46,46,64,45,42,21,50
162,62,48,38,31,50,48,40,45,37,35,37,32,23,53,18,41,21,55,48,23,37,22,44,54,59,57,54,41,29,49
163,61,48,35,35,50,46,33,56,29,40,46,33,22,47,24,45,30,44,52,25,41,15,42,51,50,57,51,48,21,54
164,67,42,37,35,54,48,45,48,29,34,45,29,41,37,22,46,31,54,48,22,46,18,44,45,45,60,47,43,21,48
165,66,55,26,36,51,54,43,52,38,40,35,41,32,43,19,46,25,48,42,20,38,26,40,54,45,57,44,44,20,51
166,58,43,36,39,56,51,42,53,35,38,37,42,23,32,24,46,25,51,54,20,37,20,36,48,52,61,55,46,20,51
167,59,49,34,30,54,41,47,44,30,46,43,44,22,44,14,50,32,44,46,30,36,22,46,50,55,57,50,41,23,48
168,63,51,41,36,47,39,41,57,30,41,28,34,24,42,18,47,26,43,37,21,41,29,54,57,54,57,47,45,33,48
169,66,47,32,32,53,46,40,52,42,36,29,40,27,46,20,47,20,49,51,28,34,23,44,57,54,58,48,46,19,45
170,62,50,43,38,51,45,47,54,37,33,39,30,24,43,22,42,27,49,43,23,48,23,35,52,55,61,46,42,26,41
171,64,48,34,27,53,52,47,52,33,36,39,40,25,49,24,49,26,45,48,27,26,24,46,50,54,56,47,41,23,46
172,61,49,35,29,56,37,47,53,34,39,46,32,27,45,21,42,18,44,52,24,41,19,50,50,55,48,52,47,25,53
173,64,40,40,28,45,42,38,58,33,46,41,42,29,39,19,48,31,46,47,29,33,18,42,51,54,55,50,46,24,53
174,66,50,35,27,52,42,39,58,27,52,37,42,22,42,23,41,28,49,50,27,40,15,52,44,51,55,47,47,23,48
175,59,54,35,38,54,47,44,49,28,35,32,43,24,40,16,43,36,57,52,24,35,25,40,57,52,54,45,50,15,48
176,56,51,34,36,49,45,39,49,32,40,47,37,22,43,28,41,27,55,46,23,39,16,41,52,51,54,57,43,27,51
177,66,36,27,28,50,44,42,49,32,40,36,40,20,45,20,48,21,57,44,22,42,28,54,58,53,60,54,43,22,50
178,65,53,39,28,60,44,38,53,35,32,43,39,22,46,14,42,27,49,42,27,32,19,44,50,55,55,42,53,35,48
179,62,49,36,35,41,43,37,55,38,42,29,43,27,41,18,46,30,46,53,24,44,25,48,48,49,53,44,45,25,55
180,59,47,31,31,45,49,39,52,25,36,32,40,31,48,26,54,31,54,53,24,38,23,45,52,53,57,46,47,18,45
181,60,48,36,31,51,49,39,50,30,37,43,38,24,46,17,42,29,52,48,26,32,18,57,49,53,60,40,50,23,53
182,65,48,30,29,50,46,38,57,28,44,35,40,28,52,22,47,25,54,44,24,44,23,42,49,53,57,50,42,21,44
183,59,47,37,35,51,47,31,55,33,34,29,45,24,43,27,44,30,53,46,31,40,23,49,48,50,45,50,48,25,52
184,65,53,38,23,47,53,38,51,35,42,42,36,23,42,16,42,27,56,51,22,36,32,51,46,46,56,46,41,27,48
185,64,55,33,36,47,48,42,47,40,40,41,35,27,44,19,47,28,46,42,21,45,19,40,52,55,51,42,48,29,48
186,55,50,42,28,52,41,47,59,32,42,40,38,29,41,21,45,29,60,41,16,39,20,47,49,56,55,50,37,18,52
187,57,54,30,24,54,39,40,49,32,39,38,36,21,52,28,45,33,50,44,27,43,18,45,47,52,61,47,45,27,54
188,64,50,32,31,48,44,37,55,44,36,45,35,24,39,30,51,28,47,47,24,43,19,41,48,52,58,47,39,23,50
189,56,48,29,37,45,42,41,59,29,37,38,44,24,52,20,53,35,50,45,16,47,21,43,51,55,54,46,46,22,46
190,65,53,29,29,45,49,39,56,37,42,45,38,21,43,26,45,26,47,35,24,42,18,51,45,53,62,47,45,26,48
191,56,46,34,36,54,38,45,56,36,35,41,40,28,44,16,43,32,55,40,17,34,26,38,57,50,50,58,41,29,56
192,56,49,33,29,48,44,41,41,45,34,36,44,19,40,21,45,27,55,45,27,47,28,45,58,48,60,52,47,17,50
193,57,41,36,29,56,46,36,55,32,40,35,38,25,53,18,39,23,57,48,25,39,18,55,53,57,58,46,48,21,47
194,58,44,36,38,43,43,41,53,41,43,41,49,19,44,26,51,21,55,39,24,33,23,41,59,47,54,48,40,25,52
195,63,41,34,31,44,51,45,50,37,36,40,35,28,43,28,49,36,44,52,19,35,17,44,56,45,58,50,45,24,51
196,63,44,36,35,53,51,44,55,24,35,50,30,33,43,20,43,31,54,36,24,47,18,48,47,42,53,47,43,27,55
197,59,45,37,35,57,43,43,59,34,32,44,38,25,37,26,49,31,43,49,26,44,24,43,47,46,54,44,40,22,55
198,59,50,29,37,50,46,38,56,44,33,40,38,22,50,19,45,31,53,38,20,44,24,46,52,56,50,44,44,24,49
199,68,50,35,31,56,43,50,48,35,36,32,40,23,45,22,44,28,49,44,23,39,17,54,51,53,49,48,39,28,51
200,61,43,38,39,47,36,34,56,40,27,39,37,37,46,16,41,29,50,50,21,41,20,49,51,51,51,51,45,29,56
201,63,49,37,29,50,45,33,56,37,40,39,42,31,49,17,44,20,50,42,23,49,28,43,45,49,54,50,44,29,44
202,65,46,41,29,52,40,47,50,47,34,39,28,28,42,19,41,26,52,51,23,42,25,43,47,58,52,50,44,19,51
203,63,50,35,35,55,47,36,56,27,37,45,37,26,48,26,45,25,42,51,23,46,20,48,49,50,52,47,37,27,46
204,60,50,34,29,51,41,35,53,36,38,32,40,25,37,25,44,23,58,50,22,33,24,44,57,57,55,49,49,28,52
205,60,47,42,30,51,40,35,49,32,42,44,30,25,43,19,44,29,54,50,27,34,23,43,59,57,51,53,43,25,50
206,57,49,39,28,45,40,43,52,35,36,45,32,29,50,25,43,30,55,40,32,37,21,53,54,50,55,40,50,18,48
207,66,47,35,33,37,44,45,53,29,43,44,31,28,38,15,46,22,49,54,23,38,29,50,51,60,58,52,37,24,50
208,65,43,36,32,55,42,48,51,29,36,41,36,24,45,22,44,40,54,49,20,45,12,39,50,47,58,49,39,30,50
209,66,53,34,32,52,39,38,46,39,36,40,30,22,47,34,50,29,51,49,25,44,20,44,48,51,56,46,41,20,49
210,63,50,33,33,48,37,41,57,29,43,34,41,17,49,24,42,28,48,43,28,44,18,54,49,55,43,47,44,36,53
211,59,48,32,27,50,57,36,48,36,42,38,42,26,49,24,46,35,51,42,17,47,23,42,45,50,48,49,44,25,53
212,60,49,36,31,43,44,41,52,37,39,41,50,25,39,30,46,28,57,42,27,37,21,43,52,54,54,42,37,23,51
213,66,58,33,28,51,44,43,51,37,44,39,33,24,49,20,43,26,50,33,22,39,29,43,50,54,58,53,36,23,52
214,63,47,34,29,53,57,38,55,33,29,43,35,24,43,22,47,28,52,44,22,36,28,51,54,50,54,52,42,17,49
215,59,42,32,32,46,44,43,58,28,40,37,44,27,44,25,52,26,52,44,30,43,24,47,49,48,58,39,41,25,52
216,58,43,33,31,49,43,38,48,41,36,46,30,27,50,19,41,26,49,48,23,38,28,44,51,49,58,52,46,31,55
217,58,56,32,35,51,45,35,51,31,40,39,31,28,56,19,41,23,48,51,28,40,19,46,55,56,46,49,48,25,49
218,55,50,39,36,45,44,47,48,36,36,41,36,24,46,40,40,28,46,47,23,46,21,43,56,47,55,51,40,17,48
219,68,48,26,38,56,46,44,57,36,39,34,38,21,50,27,43,23,53,43,20,40,23,50,48,53,51,39,42,27,48
220,64,38,36,25,49,45,44,54,31,32,42,36,24,43,27,45,34,46,48,26,44,19,44,44,50,57,54,47,27,56
