simulation,OKC,LAL,DAL,CHO,BOS,ORL,ATL,NYK,CHI,MEM,POR,MIL,UTA,PHX,IND,GSW,BRK,HOU,TOR,SAC,LAC,NOP,PHI,DEN,SAS,DET,CLE,MIA,WAS,MIN
16,64,53,33,32,45,36,46,57,31,54,42,36,21,35,20,38,29,57,48,23,42,25,42,48,51,53,53,53,18,46
17,69,56,26,29,45,49,48,58,28,41,35,31,26,42,22,43,30,54,38,19,41,21,40,57,53,62,54,47,24,43
18,63,45,41,28,43,53,47,56,33,41,35,45,23,48,20,47,23,52,41,23,35,28,40,52,48,59,37,51,29,45
19,65,44,38,21,59,46,41,53,37,40,33,32,36,43,21,44,29,53,36,21,35,30,44,49,60,61,48,51,17,44
20,67,52,28,25,46,44,44,58,39,37,45,39,19,31,18,57,28,51,41,26,29,21,45,50,56,55,53,46,32,49
21,64,40,36,38,43,52,36,55,35,37,31,41,27,41,29,50,25,55,43,19,39,25,38,49,53,54,55,47,28,46
22,63,48,33,27,48,41,44,57,36,41,37,43,22,40,24,47,27,58,41,22,46,26,45,54,52,57,43,44,19,46
23,66,42,37,21,47,49,41,59,40,39,38,40,19,49,29,43,19,56,37,33,35,23,45,45,60,48,47,57,21,46
24,58,44,36,40,50,41,47,49,36,40,43,46,23,47,20,43,28,52,40,30,40,24,36,58,50,51,54,44,16,45
25,65,44,37,27,53,47,40,51,37,40,47,28,25,47,24,46,27,61,45,23,36,17,41,53,51,56,48,50,17,48
26,66,47,36,22,53,46,51,45,35,41,41,32,25,50,27,50,31,49,35,34,38,24,43,58,54,50,38,41,24,45
27,63,47,39,22,49,43,45,51,38,36,37,29,25,49,28,50,25,51,36,28,39,35,39,57,55,60,44,38,24,49
28,63,49,35,23,48,41,39,52,38,45,31,33,24,44,28,42,29,57,46,28,37,24,43,50,51,56,52,46,25,52
29,63,42,31,39,45,53,40,51,39,42,32,33,24,48,24,50,23,56,48,28,43,22,46,53,52,47,46,42,19,50
30,59,43,31,31,54,45,41,57,32,44,23,35,19,39,15,39,43,58,48,23,46,27,45,50,62,51,54,51,18,48
31,61,49,35,29,47,47,42,52,39,48,35,43,19,44,17,44,26,54,43,28,42,22,36,47,58,58,50,43,22,51
32,62,48,31,36,41,49,41,55,30,43,36,35,21,46,24,40,37,54,42,23,40,29,45,55,47,53,50,43,25,50
33,63,48,35,18,53,52,48,53,38,40,37,27,27,35,29,44,26,60,40,32,39,21,48,50,52,52,53,45,23,43
34,60,40,34,23,44,45,44,59,45,38,42,40,26,41,21,39,31,55,43,29,33,20,43,53,57,49,53,46,23,55
35,57,51,41,26,54,50,44,52,33,38,28,38,20,50,22,41,31,57,45,21,44,21,49,45,54,55,49,40,23,52
36,65,45,36,32,45,46,47,63,38,29,34,40,28,35,15,41,25,54,37,25,41,27,48,51,55,56,49,47,26,51
37,69,44,24,33,50,47,43,55,47,39,47,33,19,47,24,42,24,57,40,25,41,20,37,47,52,53,52,46,26,48
38,71,45,33,20,55,38,36,62,41,46,31,33,19,40,26,48,35,55,41,25,36,24,44,50,49,52,50,50,24,52
39,68,51,26,35,47,44,45,57,31,46,40,31,27,43,16,41,28,54,50,23,36,23,41,53,54,41,44,50,33,53
40,56,52,37,23,49,47,46,59,36,39,42,40,22,49,22,44,26,54,41,29,34,23,45,58,46,55,39,47,19,52
41,64,43,35,27,52,49,42,52,35,35,33,47,17,40,25,50,32,54,48,21,40,23,49,62,45,50,46,52,25,38
42,62,48,29,36,48,45,42,54,32,41,49,35,22,38,26,41,23,55,47,21,42,29,42,53,54,53,55,47,21,41
43,63,49,33,21,46,47,44,52,34,42,45,39,22,43,19,47,20,51,39,27,42,28,41,59,53,54,51,51,23,46
44,66,50,40,30,55,48,43,55,37,44,45,35,25,43,18,45,25,56,52,19,41,19,33,54,45,54,44,49,17,44
45,62,48,32,31,47,43,42,54,36,36,37,42,21,31,23,42,31,62,48,28,44,19,47,58,45,55,45,51,18,53
46,69,40,30,34,51,48,43,53,40,47,29,40,27,43,22,51,27,58,43,26,37,20,51,55,54,48,46,37,22,40
47,66,42,40,28,54,46,40,50,34,42,37,40,27,38,29,48,23,60,43,25,41,22,35,55,53,49,52,52,20,40
48,67,46,39,32,49,50,42,54,28,40,36,38,27,43,15,50,33,58,38,22,42,25,42,47,51,57,41,42,23,54
49,70,48,27,29,52,48,41,44,33,42,40,36,28,45,24,48,20,52,51,24,46,29,33,47,55,50,50,41,25,53
50,65,45,32,28,50,60,37,53,41,38,43,35,32,51,17,43,31,51,45,18,37,26,42,55,53,47,49,50,23,34
51,60,51,28,24,44,50,42,52,41,36,39,27,30,43,31,53,33,59,43,23,35,31,51,56,53,37,54,34,20,51
52,59,49,30,24,47,46,37,50,34,39,39,41,22,47,31,44,21,52,46,30,42,26,45,52,53,54,40,50,25,56
53,67,55,39,23,50,46,41,52,33,31,39,41,27,46,30,47,20,61,51,18,42,16,41,50,47,56,43,47,23,49
54,68,45,29,33,44,47,41,54,38,46,35,35,23,41,21,53,18,50,41,30,44,29,46,50,59,50,49,47,22,43
55,67,51,28,28,50,55,48,54,33,38,38,31,24,33,18,45,26,54,44,24,41,21,48,46,53,56,48,46,31,52
56,67,54,29,27,42,45,32,53,26,47,30,37,29,49,23,47,26,63,41,19,45,19,48,51,58,54,48,47,26,49
57,64,47,25,28,47,45,39,59,29,34,28,31,27,47,25,46,30,55,47,22,43,22,49,53,52,54,51,49,27,56
58,62,41,27,26,50,49,50,55,34,44,35,41,21,46,21,42,28,55,46,23,45,22,44,50,54,52,49,45,24,50
59,62,50,32,29,49,49,46,54,36,35,41,30,19,43,27,53,17,57,44,22,42,19,53,54,50,52,43,50,27,46
60,66,42,28,40,54,51,44,51,41,34,35,35,27,42,23,50,23,46,46,23,46,27,43,48,44,54,48,52,22,46
61,63,40,39,25,47,42,42,44,36,46,43,38,25,45,20,44,29,52,48,27,39,21,46,57,50,55,53,45,20,50
62,58,50,37,31,44,50,39,57,36,43,25,38,28,34,34,45,23,43,46,29,45,19,50,54,54,47,48,53,22,49
63,66,45,28,23,50,46,35,45,31,49,41,32,19,45,24,53,31,49,45,26,42,20,49,49,55,58,55,43,25,52
64,67,47,34,24,54,45,43,59,40,35,43,36,30,35,24,46,21,59,38,16,39,19,48,53,59,50,47,48,26,46
65,55,44,29,26,53,49,37,48,38,43,41,46,24,44,27,49,25,53,50,29,39,27,46,48,47,52,49,47,17,49
66,63,38,28,32,56,45,45,59,36,39,33,45,28,39,26,51,34,56,39,21,41,23,46,45,51,48,50,39,28,47
67,63,44,30,37,47,48,35,62,38,38,24,39,29,39,19,47,31,55,53,28,43,20,46,46,42,55,45,51,29,48
68,67,48,40,27,46,37,45,53,34,37,41,38,28,44,19,46,22,52,44,22,44,29,53,51,56,48,53,37,28,42
69,64,47,38,34,43,41,36,59,32,31,42,41,20,35,27,45,21,55,49,21,45,32,49,50,52,53,45,48,25,51
70,67,51,29,28,46,50,41,54,31,39,32,32,25,44,30,48,32,56,38,26,48,21,45,50,50,47,53,53,22,43
71,66,48,34,28,48,46,50,52,39,41,31,36,32,42,24,39,33,47,40,23,40,27,43,59,53,44,46,47,25,48
72,61,41,29,26,45,45,44,54,41,39,35,43,29,43,26,55,23,61,43,25,39,35,43,44,52,52,47,46,23,42
73,65,51,31,25,54,49,46,54,42,38,39,43,25,40,17,46,25,49,34,24,43,23,45,53,56,56,32,55,26,45
74,64,50,30,36,54,43,45,53,35,36,44,37,27,40,19,45,29,52,36,23,44,21,34,55,51,62,50,48,17,51
75,64,51,30,22,53,52,37,54,32,45,35,35,28,38,32,42,34,48,44,20,41,20,38,55,54,60,48,52,19,48
76,58,49,35,32,52,42,50,47,45,32,39,33,21,39,30,44,20,51,44,30,43,27,41,54,45,59,53,49,21,46
77,68,48,39,24,53,48,40,54,36,29,34,30,23,45,28,44,28,54,50,26,45,18,48,47,52,55,50,39,24,52
78,65,50,24,35,49,47,33,50,36,28,39,37,27,45,17,49,28,60,49,30,36,24,48,47,56,52,46,53,22,49
79,59,40,39,29,48,44,39,60,42,37,37,38,29,44,12,52,34,49,49,19,41,15,39,52,58,58,47,53,21,47
80,71,44,26,29,52,44,43,52,35,32,39,43,26,38,19,56,16,54,46,31,44,18,44,52,54,55,52,46,26,44
81,62,41,36,26,49,49,38,55,41,35,38,31,32,47,31,48,24,50,37,33,27,18,46,51,59,56,46,52,23,50
82,69,48,34,25,40,47,42,52,39,46,38,27,22,40,28,50,23,53,43,27,39,31,46,49,51,56,53,49,18,46
83,67,47,34,24,50,51,44,52,41,40,38,34,20,40,31,52,28,49,42,18,35,23,45,53,50,55,49,45,26,48
84,69,51,33,28,44,52,43,52,37,42,34,41,25,41,28,43,25,50,43,27,43,25,48,48,50,51,46,42,20,50
85,66,49,29,35,47,50,40,46,43,37,40,43,27,36,21,44,25,53,42,24,38,24,46,57,56,50,54,46,17,46
86,67,51,34,27,41,45,49,60,28,40,37,39,29,40,30,49,22,52,34,20,40,26,42,56,52,46,49,49,29,48
87,70,41,40,34,45,48,41,53,42,36,40,39,24,43,19,39,27,52,46,30,34,19,48,55,52,46,50,45,22,51
88,68,46,31,25,47,38,41,43,25,43,39,37,30,46,27,47,31,56,41,30,41,19,45,51,50,59,49,48,25,53
89,68,50,37,23,48,46,46,58,38,35,31,37,21,51,31,37,28,53,45,26,45,19,44,49,48,47,51,48,24,47
90,66,45,41,22,50,35,34,53,43,39,36,43,30,39,24,47,27,55,46,27,38,22,38,55,58,60,43,48,18,49
91,60,50,28,34,50,43,38,57,37,48,35,33,30,50,24,47,19,45,44,25,43,28,44,46,48,55,53,41,21,55
92,62,34,35,27,50,51,46,54,35,34,47,35,28,45,30,49,26,55,37,23,45,27,37,58,49,52,50,46,21,43
93,60,51,24,29,53,43,44,51,37,42,34,27,22,48,25,43,29,57,42,26,48,19,43,54,52,51,57,41,26,53
94,69,49,40,27,50,46,37,54,40,45,33,34,29,38,30,37,24,56,49,20,41,20,40,58,55,45,48,53,20,44
95,68,48,32,37,48,47,35,52,29,48,37,37,21,41,31,42,27,57,44,28,40,23,46,45,53,53,47,35,29,51
96,58,45,32,29,43,47,43,52,47,41,38,46,25,40,17,39,27,54,44,30,39,24,58,62,49,51,45,35,23,48
97,65,48,32,34,46,47,48,51,37,38,39,28,26,42,17,42,24,52,43,28,39,14,51,54,57,57,47,41,32,52
98,65,44,39,29,57,50,43,51,45,35,36,39,28,35,24,37,23,56,47,26,39,18,48,45,51,53,45,41,32,50
99,65,46,41,30,51,45,35,50,35,46,37,40,24,42,14,47,29,58,47,27,40,26,37,46,52,52,51,48,28,42
100,66,38,33,30,45,47,38,58,33,49,36,31,22,53,26,49,20,53,42,23,37,22,55,56,44,55,48,51,19,52
101,67,46,26,29,54,43,38,55,45,38,30,42,25,38,33,50,24,50,46,27,46,21,43,50,47,52,50,44,21,51
102,66,49,21,23,51,50,43,48,35,44,39,37,21,43,23,42,30,51,48,28,43,24,38,51,64,63,50,49,18,39
103,64,41,35,33,46,47,43,49,32,41,41,33,28,51,28,45,18,57,43,24,38,21,42,52,56,58,51,43,23,48
104,69,48,36,33,48,48,42,55,44,38,33,37,23,39,21,41,24,55,44,24,45,28,53,52,45,49,50,42,21,44
105,64,47,28,22,52,47,40,53,30,46,38,30,26,45,29,46,23,53,41,24,42,34,40,53,59,52,53,45,21,48
106,59,45,32,29,50,47,44,53,30,43,38,40,25,45,26,46,29,51,43,28,45,26,33,51,48,50,55,43,26,51
107,64,44,38,28,52,47,37,52,44,35,45,35,21,42,23,46,21,55,40,27,47,21,41,47,53,51,55,44,24,52
108,62,53,39,24,44,50,35,54,35,41,36,34,22,47,19,43,25,47,45,19,39,27,54,46,57,52,56,44,29,53
109,58,52,36,25,52,49,43,53,27,39,41,45,21,44,15,40,23,57,43,25,42,22,41,57,52,47,53,49,28,52
110,57,45,36,31,53,44,35,47,37,40,39,40,26,40,21,44,32,57,51,20,42,21,43,50,49,58,49,51,25,48
111,62,51,26,23,49,39,40,54,28,42,39,42,26,44,26,44,31,57,46,20,49,16,47,56,45,57,50,47,19,56
112,66,48,27,35,45,41,46,61,40,38,31,33,25,40,16,51,29,55,47,17,40,23,41,55,50,56,46,54,20,55
113,59,44,37,33,47,50,49,57,39,33,35,40,24,32,26,47,27,45,43,18,35,27,43,54,56,59,49,43,26,54
114,59,47,43,35,55,44,41,56,35,41,43,28,23,35,23,45,27,53,47,27,42,22,34,55,53,57,48,39,29,45
115,63,48,36,34,53,51,41,54,34,41,37,39,26,48,22,47,26,60,44,22,39,22,38,47,48,49,52,47,17,46
116,66,51,30,37,52,44,44,47,37,40,44,38,25,38,16,50,34,49,41,20,42,19,45,56,50,53,49,43,23,48
117,67,39,31,31,48,47,44,53,36,33,42,32,23,40,21,43,23,63,44,27,42,27,40,57,51,58,51,48,17,53
118,68,39,24,26,54,48,41,50,46,45,36,35,23,37,17,44,25,56,50,22,53,28,49,45,51,51,49,46,26,47
119,63,43,32,32,48,47,46,52,45,30,40,36,25,42,23,46,27,54,42,28,35,29,36,56,50,60,48,48,21,47
120,63,44,38,36,48,46,48,48,32,40,31,32,21,40,19,45,31,59,43,24,43,24,41,54,51,57,51,46,28,48
121,62,52,35,27,56,46,37,57,34,42,39,40,18,51,21,40,30,46,46,21,40,25,40,57,46,58,49,53,19,44
122,67,49,30,28,47,44,43,52,36,40,36,32,38,41,18,49,29,52,44,20,48,17,32,52,58,59,46,54,24,46
123,64,40,35,30,45,49,41,57,27,46,42,37,22,46,15,40,29,58,39,29,50,24,54,42,54,52,53,48,23,40
124,68,39,34,34,48,47,49,47,34,37,46,32,25,47,23,45,27,55,42,25,34,26,43,52,53,57,47,47,26,42
125,64,39,31,27,54,50,42,53,32,42,35,36,29,41,17,44,21,56,38,32,42,23,40,54,56,58,51,57,22,45
126,67,40,28,32,49,48,36,55,44,43,31,39,21,38,29,48,25,51,48,26,36,30,30,59,55,53,53,47,22,48
127,69,55,38,34,36,50,34,50,37,36,37,40,18,40,29,46,36,57,37,22,43,21,37,57,49,53,40,56,28,46
128,61,38,41,27,51,41,40,52,32,38,32,37,29,56,17,44,27,48,42,25,34,24,49,58,47,63,50,50,26,52
129,61,41,30,25,42,42,45,47,41,35,32,46,33,45,24,44,33,54,37,26,44,31,42,53,53,51,54,48,22,50
130,66,45,34,35,56,52,44,55,41,45,36,35,33,38,26,30,23,51,45,25,44,22,42,50,48,48,48,51,16,47
131,64,50,31,23,44,50,40,55,45,39,33,37,24,43,31,43,35,42,38,32,42,21,40,56,48,54,51,50,22,48
132,63,46,22,25,57,53,39,52,39,41,42,37,27,43,23,50,33,58,41,25,37,22,42,48,52,49,50,56,17,42
133,65,54,29,30,46,47,43,48,28,43,41,41,32,38,23,47,28,62,37,21,38,22,43,58,52,56,47,44,24,44
134,68,46,35,26,50,43,38,47,43,40,39,37,23,42,19,50,30,58,47,25,40,21,47,50,55,50,50,40,18,54
135,55,56,33,31,53,44,44,60,37,40,37,37,20,49,16,44,18,51,45,26,41,33,48,54,56,57,35,43,22,46
136,64,39,38,31,42,40,47,57,32,40,35,29,27,36,21,47,28,55,46,28,46,29,44,47,56,50,53,49,28,47
137,62,51,31,28,49,54,41,55,29,47,34,28,18,47,24,50,26,57,43,24,44,22,47,56,51,55,52,48,21,37
138,63,37,41,28,42,52,47,56,37,35,39,36,20,52,21,46,25,58,41,26,40,21,41,56,51,55,48,49,24,44
139,62,50,28,29,52,51,44,58,31,41,48,34,24,40,22,38,24,54,48,20,45,20,40,54,52,57,49,49,22,45
140,59,53,27,34,48,47,44,48,40,42,45,33,22,37,22,48,21,51,43,27,42,30,47,47,48,63,50,46,21,46
141,66,50,41,31,49,42,37,55,38,32,41,42,24,40,18,47,29,53,45,25,33,27,43,55,50,54,43,49,17,55
142,66,42,25,31,51,46,46,49,32,47,36,25,34,41,31,46,24,61,44,30,48,21,43,51,50,50,49,41,18,53
143,62,50,33,27,48,46,47,57,25,36,31,34,27,43,27,36,30,55,43,27,47,24,36,55,50,57,47,54,27,50
144,66,42,26,26,39,50,48,57,39,41,35,36,30,41,22,44,28,58,37,24,49,20,41,58,51,55,47,50,23,48
145,69,36,45,35,50,49,36,54,41,33,43,27,24,42,28,39,19,57,47,24,42,20,52,47,51,52,51,46,21,51
146,63,51,38,27,42,43,40,53,33,37,38,33,27,49,27,53,24,56,47,23,40,19,45,50,59,51,57,45,21,40
147,68,46,31,32,53,46,49,53,31,44,30,32,21,42,18,48,35,59,41,26,37,23,42,45,55,54,50,47,20,53
148,63,47,41,29,54,50,49,54,34,36,38,38,25,35,18,42,22,53,44,20,43,23,39,56,53,55,54,46,24,46
149,63,47,38,29,46,44,41,49,41,39,39,36,27,47,20,52,26,54,39,21,42,24,44,51,49,60,48,47,19,49
150,70,43,32,26,54,46,35,49,38,45,40,31,25,53,29,49,18,47,31,35,39,24,41,56,53,53,51,53,19,46
151,61,49,41,27,52,45,42,57,33,34,32,45,29,45,20,49,27,49,41,20,38,30,39,57,53,55,42,54,22,43
152,58,49,38,24,51,48,44,55,33,33,31,37,29,40,25,51,27,52,42,23,40,20,49,60,57,52,43,50,21,49
153,68,54,29,37,53,46,40,56,33,40,36,43,23,40,15,48,23,52,51,31,39,24,36,57,56,48,47,39,17,50
154,61,37,35,24,51,47,41,59,39,30,42,39,24,47,30,51,21,50,34,32,49,20,39,50,58,53,45,50,27,46
155,67,39,33,35,54,44,35,52,38,38,39,38,21,37,28,46,33,49,39,18,45,22,50,52,58,56,52,51,19,43
156,60,41,34,31,39,50,49,52,37,46,40,34,27,38,19,46,34,52,47,20,49,20,44,54,51,56,46,44,22,49
157,66,55,36,29,43,50,38,56,30,41,33,25,26,34,26,48,32,53,46,24,42,28,38,49,55,55,49,60,19,45
158,66,41,30,29,43,46,42,57,41,50,36,48,19,35,27,44,24,49,40,28,44,19,41,48,55,55,48,52,31,43
159,62,53,33,31,49,45,46,48,38,35,36,29,37,36,30,38,30,60,42,25,48,23,32,51,55,54,52,51,16,46
160,64,43,43,35,48,41,42,56,40,37,37,35,26,39,21,39,25,44,45,21,41,23,40,48,57,59,49,52,25,56
161,63,44,34,34,48,53,41,52,43,41,38,34,23,51,21,45,26,48,42,26,36,21,41,47,59,58,47,38,28,49
162,63,44,42,34,49,51,48,52,29,32,40,34,23,35,21,41,35,50,41,19,42,32,48,55,50,54,49,46,27,45
163,59,52,33,29,47,41,43,51,41,43,31,33,31,46,18,52,29,49,48,29,42,22,41,50,54,49,56,41,25,46
164,61,44,35,34,50,44,47,57,45,33,34,38,24,39,28,40,21,61,47,19,47,14,41,49,50,56,57,52,19,45
165,62,54,28,33,47,45,37,56,30,32,35,31,23,49,18,44,29,60,42,27,45,25,33,61,57,55,56,55,17,45
166,55,53,36,26,50,57,44,53,33,40,36,29,20,43,25,41,27,50,40,27,42,22,42,60,51,49,53,51,25,51
167,67,45,24,26,48,38,39,43,27,37,44,32,31,40,23,50,37,55,48,27,46,22,45,58,50,56,56,52,28,37
168,66,46,37,22,45,50,41,57,34,36,41,33,28,49,21,43,27,48,36,27,38,29,46,50,52,59,55,48,21,46
169,71,38,36,25,57,46,40,50,34,37,42,34,36,40,31,41,17,54,48,24,33,26,43,61,53,54,50,46,22,42
170,60,50,25,32,46,50,40,56,41,38,32,34,31,44,16,46,29,51,48,23,45,19,42,50,50,52,54,44,30,53
171,67,38,33,23,55,50,43,51,33,38,39,32,33,35,19,45,31,54,45,33,43,15,44,59,51,49,52,49,22,50
172,62,51,32,22,39,52,42,52,38,39,39,43,25,55,19,41,31,50,48,28,40,19,37,50,55,50,49,52,23,48
173,65,44,25,26,48,43,48,60,38,35,33,37,25,44,21,44,22,57,46,23,38,20,43,59,60,55,52,45,19,56
174,61,40,27,34,46,51,42,45,39,42,40,40,22,47,27,44,24,61,47,24,39,27,44,49,54,55,57,45,16,42
175,73,49,33,32,52,45,35,51,40,40,41,32,24,45,20,45,22,56,51,20,44,26,34,49,51,52,48,52,25,44
176,65,45,35,24,42,51,45,61,42,32,38,28,23,40,21,52,29,55,39,26,40,36,46,48,51,49,52,36,27,53
177,61,46,33,25,43,47,42,56,38,43,35,40,28,44,18,47,34,54,40,17,48,24,48,52,42,58,49,44,23,52
178,64,34,26,35,51,53,50,53,44,28,37,33,32,48,31,44,23,54,42,15,44,27,50,53,57,48,52,41,18,44
179,68,43,39,24,44,50,42,56,36,39,37,36,25,48,28,46,25,54,32,34,38,19,44,58,48,53,49,51,19,46
180,68,38,32,21,46,51,44,59,31,46,28,32,29,46,23,44,27,59,39,28,45,37,43,51,52,54,46,42,22,48
181,63,51,35,31,54,45,43,61,35,46,41,33,27,46,18,40,22,52,40,20,40,24,43,45,54,55,42,52,22,51
182,64,45,25,29,53,50,49,60,32,34,40,34,29,42,17,46,27,59,33,24,39,26,39,54,59,46,49,55,22,50
183,61,45,37,29,50,41,44,55,35,43,33,34,23,41,25,45,25,58,39,22,42,25,43,55,53,51,58,49,27,43
184,62,47,33,31,49,44,47,55,32,38,35,33,24,42,18,45,32,50,45,30,34,26,38,55,50,55,42,47,43,49
185,65,46,26,35,51,45,40,52,34,46,34,40,24,39,29,36,31,52,39,26,50,21,37,55,52,45,55,51,24,51
186,65,44,27,22,52,45,46,52,44,41,37,28,41,44,20,40,29,60,39,31,45,17,39,47,50,47,55,42,29,53
187,58,42,37,33,41,51,40,58,35,43,31,38,24,52,20,44,24,55,47,20,48,22,44,52,57,58,47,40,21,49
188,66,49,27,28,55,49,43,58,40,38,44,32,30,36,27,45,23,49,40,16,38,33,53,52,51,53,53,36,19,48
189,59,51,36,29,46,44,44,64,35,40,35,41,19,48,25,46,28,51,42,26,42,18,38,50,56,55,48,45,21,49
190,67,48,39,22,43,47,39,51,39,42,31,38,36,37,24,45,28,51,46,24,47,23,43,52,53,64,52,41,19,40
191,66,50,39,30,51,49,48,50,41,35,36,39,27,49,20,49,22,48,44,23,41,19,44,51,50,56,46,45,19,44
192,66,50,30,21,46,46,51,55,31,35,34,36,23,45,22,50,35,55,46,19,46,27,43,51,53,51,47,40,30,47
193,61,49,39,28,43,49,45,57,32,39,35,34,22,38,17,43,27,55,53,24,43,22,42,56,59,47,48,49,22,53
194,56,53,29,28,50,54,41,58,34,37,35,40,28,36,26,41,26,48,52,32,44,21,42,58,49,52,43,48,22,48
195,63,45,35,31,48,48,43,55,36,32,30,40,21,46,25,46,27,49,48,24,44,24,43,54,54,46,50,44,27,53
196,61,47,30,29,44,45,43,60,44,39,36,44,30,46,15,45,21,56,44,21,44,18,50,47,51,57,42,50,24,48
197,65,47,36,24,49,47,36,51,38,38,37,38,23,44,28,39,21,57,48,26,40,21,42,56,49,56,53,50,23,49
198,64,42,28,30,47,57,46,55,32,31,33,35,32,41,23,48,29,51,48,24,37,24,44,53,61,53,41,43,30,49
199,62,43,33,29,46,35,39,59,40,35,39,37,22,41,25,49,36,63,45,24,32,25,49,47,50,53,51,49,24,49
200,62,48,33,35,50,53,39,54,41,33,43,38,24,42,26,44,27,54,39,29,41,19,45,60,43,43,50,50,22,44
201,56,47,28,29,46,53,45,57,38,37,40,34,22,43,16,50,29,50,44,23,43,23,43,56,58,47,51,55,22,46
202,56,47,27,24,48,47,49,53,42,44,37,36,19,41,23,47,21,51,49,31,41,22,35,57,61,56,49,48,20,50
203,59,47,33,34,52,45,43,49,40,41,42,32,29,41,26,45,27,49,46,16,38,30,46,40,60,51,50,47,19,54
204,58,42,33,24,45,42,44,53,36,34,42,37,28,46,21,48,38,56,43,21,43,18,45,55,48,56,55,47,22,51
205,65,41,40,25,49,47,41,50,34,38,32,37,25,50,31,35,28,58,35,27,45,25,48,56,50,59,48,34,25,53
206,66,49,30,34,46,42,36,55,36,28,37,28,24,45,23,46,26,51,44,32,45,28,52,51,56,55,53,52,22,39
207,60,44,31,25,55,53,42,58,32,40,36,30,27,41,21,48,34,56,43,24,39,22,49,57,52,53,40,49,22,48
208,62,48,34,39,48,46,35,57,42,37,36,41,33,32,20,48,28,56,42,17,37,23,41,49,58,55,51,38,26,52
209,68,47,30,23,48,46,46,57,38,53,39,37,28,44,16,44,25,53,35,25,44,27,49,50,49,49,44,52,23,42
210,69,52,37,29,56,45,39,54,27,45,42,39,25,42,23,38,23,48,44,30,33,23,37,47,52,60,48,52,20,52
211,64,54,28,34,48,42,38,52,41,35,37,36,21,51,21,31,23,49,52,22,47,25,45,54,54,53,53,47,27,47
212,69,50,38,25,52,41,41,53,32,46,33,39,33,42,23,48,21,44,47,19,43,21,47,55,56,51,49,38,25,50
213,64,51,37,33,46,52,46,60,31,42,41,38,23,35,13,33,29,52,45,18,47,32,50,59,42,46,45,50,28,43
214,63,49,40,27,50,55,42,56,39,43,38,30,30,45,23,41,27,50,36,25,38,20,42,53,47,60,45,38,22,57
215,63,45,34,30,51,46,49,60,30,39,41,37,29,47,27,37,27,56,37,24,47,23,47,51,54,55,45,31,27,42
216,63,52,32,35,48,47,37,49,36,40,32,43,21,39,27,42,27,59,35,27,39,26,44,56,58,49,50,43,25,50
217,63,49,33,30,53,35,41,62,37,34,40,29,20,42,26,48,24,58,44,17,47,23,48,52,51,62,48,50,24,41
218,65,41,33,26,49,49,47,40,32,45,45,37,23,49,19,38,30,54,43,23,42,24,46,54,61,58,44,44,21,49
219,61,37,35,44,49,48,43,57,39,37,31,38,30,47,29,42,27,58,37,29,39,18,43,54,47,50,48,35,26,53
220,66,46,35,22,53,49,42,57,31,34,35,37,28,44,17,49,25,48,40,29,42,20,44,47,53,50,52,58,23,55
